"29291","York St / Queens Quay W","2019","all"
"22487","Bay St / Queens Quay W (Ferry Terminal)","2019","all"
"22113","Bathurst St/Queens Quay(Billy Bishop Airport)","2019","all"
"19424","Union Station","2019","all"
"19179","Sherbourne St / Wellesley St E","2019","all"
"18687","Bay St / College St (East Side)","2019","all"
"17177","Ontario Place Blvd / Lake Shore Blvd W (East)","2019","all"
"16959","Front St W / Blue Jays Way","2019","all"
"16942","Simcoe St / Queen St W","2019","all"
"16884","Queen St W / Portland St","2019","all"
"30949","Queens Quay E / Lower Sherbourne St","2020","all"
"30459","Lake Shore Blvd W / Ontario Dr","2020","all"
"26571","Marilyn Bell Park Tennis Court","2020","all"
"26129","HTO Park (Queens Quay W)","2020","all"
"25727","York St / Queens Quay W","2020","all"
"25685","Ontario Place Blvd / Lake Shore Blvd W (East)","2020","all"
"22540","Bay St / Queens Quay W (Ferry Terminal)","2020","all"
"21021","Cherry Beach","2020","all"
"20757","Humber Bay Shores Park West","2020","all"
"20227","Bathurst St/Queens Quay(Billy Bishop Airport)","2020","all"
"35799","York St / Queens Quay W","2021","all"
"27946","Ontario Place Blvd / Lake Shore Blvd W (East)","2021","all"
"27231","Bay St / Queens Quay W (Ferry Terminal)","2021","all"
"26676","Lake Shore Blvd W / Ontario Dr","2021","all"
"26614","Queens Quay E / Lower Sherbourne St","2021","all"
"26123","HTO Park (Queens Quay W)","2021","all"
"25726","Bathurst St/Queens Quay(Billy Bishop Airport)","2021","all"
"22678","Marilyn Bell Park Tennis Court","2021","all"
"22223","Queens Quay / Yonge St","2021","all"
"21050","Dundas St E / Regent Park Blvd","2021","all"
"40380","York St / Queens Quay W","2022","all"
"32420","Bay St / College St (East Side)","2022","all"
"29676","Bay St / Queens Quay W (Ferry Terminal)","2022","all"
"26470","HTO Park (Queens Quay W)","2022","all"
"26147","Bay St / Wellesley St W","2022","all"
"26088","King St W / Brant St","2022","all"
"25930","Lake Shore Blvd W / Ontario Dr","2022","all"
"25837","College St / Major St","2022","all"
"25792","Dundas St W / Yonge St","2022","all"
"25174","Queens Quay E / Lower Sherbourne St","2022","all"
"17778","Sherbourne St / Wellesley St E","2019","Annual Member"
"16517","Bay St / College St (East Side)","2019","Annual Member"
"15863","Union Station","2019","Annual Member"
"15753","York St / Queens Quay W","2019","Annual Member"
"15159","Dundas St E / Regent Park Blvd","2019","Annual Member"
"14253","Princess St / Adelaide St E","2019","Annual Member"
"13994","Front St W / Blue Jays Way","2019","Annual Member"
"13959","Queen St W / Portland St","2019","Annual Member"
"13802","Bay St / Wellesley St W","2019","Annual Member"
"13499","Widmer St / Adelaide St W","2019","Annual Member"
"13538","York St / Queens Quay W","2019","Casual Member"
"12660","Ontario Place Blvd / Lake Shore Blvd W (East)","2019","Casual Member"
"11911","Lake Shore Blvd W / Ontario Dr","2019","Casual Member"
"11875","Bay St / Queens Quay W (Ferry Terminal)","2019","Casual Member"
"11430","HTO Park (Queens Quay W)","2019","Casual Member"
"10544","Bathurst St/Queens Quay(Billy Bishop Airport)","2019","Casual Member"
"8127","Sunnyside - Gus Ryder Pool","2019","Casual Member"
"7703","Bremner Blvd / Rees St","2019","Casual Member"
"7672","Queens Quay W / Lower Simcoe St","2019","Casual Member"
"7527","Queens Quay / Yonge St","2019","Casual Member"
"16947","Queens Quay E / Lower Sherbourne St","2020","Annual Member"
"14159","Dundas St E / Regent Park Blvd","2020","Annual Member"
"12535","York St / Queens Quay W","2020","Annual Member"
"12402","Queen St W / Portland St","2020","Annual Member"
"11602","Bay St / College St (East Side)","2020","Annual Member"
"11564","Sherbourne St / Wellesley St E","2020","Annual Member"
"11061","Widmer St / Adelaide St W","2020","Annual Member"
"10697","Lake Shore Blvd W / Ontario Dr","2020","Annual Member"
"10287","Jarvis St / Dundas St E","2020","Annual Member"
"10115","Fort York  Blvd / Capreol Ct","2020","Annual Member"
"19762","Lake Shore Blvd W / Ontario Dr","2020","Casual Member"
"16929","Marilyn Bell Park Tennis Court","2020","Casual Member"
"16016","HTO Park (Queens Quay W)","2020","Casual Member"
"15901","Ontario Place Blvd / Lake Shore Blvd W (East)","2020","Casual Member"
"15381","Humber Bay Shores Park West","2020","Casual Member"
"14002","Queens Quay E / Lower Sherbourne St","2020","Casual Member"
"13364","Humber Bay Shores Park East","2020","Casual Member"
"13192","York St / Queens Quay W","2020","Casual Member"
"12972","Bay St / Queens Quay W (Ferry Terminal)","2020","Casual Member"
"12441","Cherry Beach","2020","Casual Member"
"15912","York St / Queens Quay W","2021","Annual Member"
"15110","Dundas St E / Regent Park Blvd","2021","Annual Member"
"14022","Queens Quay E / Lower Sherbourne St","2021","Annual Member"
"13952","Jarvis St / Dundas St E","2021","Annual Member"
"13505","Bay St / Wellesley St W","2021","Annual Member"
"13053","Queen St W / Portland St","2021","Annual Member"
"12884","Bay St / College St (East Side)","2021","Annual Member"
"12543","Fort York  Blvd / Capreol Ct","2021","Annual Member"
"11933","College St / Major St","2021","Annual Member"
"11739","Sherbourne St / Wellesley St E","2021","Annual Member"
"19887","York St / Queens Quay W","2021","Casual Member"
"17206","Ontario Place Blvd / Lake Shore Blvd W (East)","2021","Casual Member"
"17137","Lake Shore Blvd W / Ontario Dr","2021","Casual Member"
"16403","HTO Park (Queens Quay W)","2021","Casual Member"
"15983","Bay St / Queens Quay W (Ferry Terminal)","2021","Casual Member"
"14964","Bathurst St/Queens Quay(Billy Bishop Airport)","2021","Casual Member"
"13877","Marilyn Bell Park Tennis Court","2021","Casual Member"
"13143","Tommy Thompson Park (Leslie Street Spit)","2021","Casual Member"
"12771","Humber Bay Shores Park / Marine Parade Dr","2021","Casual Member"
"12592","Queens Quay E / Lower Sherbourne St","2021","Casual Member"
"14276","Bay St / College St (East Side)","2022","Annual Member"
"12252","Bay St / Wellesley St W","2022","Annual Member"
"11606","Dundas St E / Regent Park Blvd","2022","Annual Member"
"10555","College Park - Yonge St Entrance","2022","Annual Member"
"10553","King St W / Brant St","2022","Annual Member"
"10193","College St / Major St","2022","Annual Member"
"10192","York St / Queens Quay W","2022","Annual Member"
"10072","College St / Huron St","2022","Annual Member"
"9959","Jarvis St / Dundas St E","2022","Annual Member"
"9838","Church St  / Wood St","2022","Annual Member"
"30188","York St / Queens Quay W","2022","Casual Member"
"22963","Bay St / Queens Quay W (Ferry Terminal)","2022","Casual Member"
"21431","Lake Shore Blvd W / Ontario Dr","2022","Casual Member"
"21260","HTO Park (Queens Quay W)","2022","Casual Member"
"18767","Ontario Place Blvd / Lake Shore Blvd W (East)","2022","Casual Member"
"18144","Bay St / College St (East Side)","2022","Casual Member"
"17986","Queens Quay / Yonge St","2022","Casual Member"
"17766","Marilyn Bell Park Tennis Court","2022","Casual Member"
"16596","Bathurst St/Queens Quay(Billy Bishop Airport)","2022","Casual Member"
"16541","Dundas St W / Yonge St","2022","Casual Member"
"58582","York St / Queens Quay W","2019","all"
"44974","Bay St / Queens Quay W (Ferry Terminal)","2019","all"
"44226","Bathurst St/Queens Quay(Billy Bishop Airport)","2019","all"
"38848","Union Station","2019","all"
"38358","Sherbourne St / Wellesley St E","2019","all"
"37374","Bay St / College St (East Side)","2019","all"
"34354","Ontario Place Blvd / Lake Shore Blvd W (East)","2019","all"
"33918","Front St W / Blue Jays Way","2019","all"
"33884","Simcoe St / Queen St W","2019","all"
"33768","Queen St W / Portland St","2019","all"
"61898","Queens Quay E / Lower Sherbourne St","2020","all"
"60918","Lake Shore Blvd W / Ontario Dr","2020","all"
"53142","Marilyn Bell Park Tennis Court","2020","all"
"52258","HTO Park (Queens Quay W)","2020","all"
"51454","York St / Queens Quay W","2020","all"
"51370","Ontario Place Blvd / Lake Shore Blvd W (East)","2020","all"
"45080","Bay St / Queens Quay W (Ferry Terminal)","2020","all"
"42042","Cherry Beach","2020","all"
"41514","Humber Bay Shores Park West","2020","all"
"40454","Bathurst St/Queens Quay(Billy Bishop Airport)","2020","all"
"71598","York St / Queens Quay W","2021","all"
"55892","Ontario Place Blvd / Lake Shore Blvd W (East)","2021","all"
"54462","Bay St / Queens Quay W (Ferry Terminal)","2021","all"
"53352","Lake Shore Blvd W / Ontario Dr","2021","all"
"53228","Queens Quay E / Lower Sherbourne St","2021","all"
"52246","HTO Park (Queens Quay W)","2021","all"
"51452","Bathurst St/Queens Quay(Billy Bishop Airport)","2021","all"
"45356","Marilyn Bell Park Tennis Court","2021","all"
"44446","Queens Quay / Yonge St","2021","all"
"42100","Dundas St E / Regent Park Blvd","2021","all"
"80760","York St / Queens Quay W","2022","all"
"64840","Bay St / College St (East Side)","2022","all"
"59352","Bay St / Queens Quay W (Ferry Terminal)","2022","all"
"52940","HTO Park (Queens Quay W)","2022","all"
"52294","Bay St / Wellesley St W","2022","all"
"52176","King St W / Brant St","2022","all"
"51860","Lake Shore Blvd W / Ontario Dr","2022","all"
"51674","College St / Major St","2022","all"
"51584","Dundas St W / Yonge St","2022","all"
"50348","Queens Quay E / Lower Sherbourne St","2022","all"
"35556","Sherbourne St / Wellesley St E","2019","Annual Member"
"33034","Bay St / College St (East Side)","2019","Annual Member"
"31726","Union Station","2019","Annual Member"
"31506","York St / Queens Quay W","2019","Annual Member"
"30318","Dundas St E / Regent Park Blvd","2019","Annual Member"
"28506","Princess St / Adelaide St E","2019","Annual Member"
"27988","Front St W / Blue Jays Way","2019","Annual Member"
"27918","Queen St W / Portland St","2019","Annual Member"
"27604","Bay St / Wellesley St W","2019","Annual Member"
"26998","Widmer St / Adelaide St W","2019","Annual Member"
"27076","York St / Queens Quay W","2019","Casual Member"
"25320","Ontario Place Blvd / Lake Shore Blvd W (East)","2019","Casual Member"
"23822","Lake Shore Blvd W / Ontario Dr","2019","Casual Member"
"23750","Bay St / Queens Quay W (Ferry Terminal)","2019","Casual Member"
"22860","HTO Park (Queens Quay W)","2019","Casual Member"
"21088","Bathurst St/Queens Quay(Billy Bishop Airport)","2019","Casual Member"
"16254","Sunnyside - Gus Ryder Pool","2019","Casual Member"
"15406","Bremner Blvd / Rees St","2019","Casual Member"
"15344","Queens Quay W / Lower Simcoe St","2019","Casual Member"
"15054","Queens Quay / Yonge St","2019","Casual Member"
"33894","Queens Quay E / Lower Sherbourne St","2020","Annual Member"
"28318","Dundas St E / Regent Park Blvd","2020","Annual Member"
"25070","York St / Queens Quay W","2020","Annual Member"
"24804","Queen St W / Portland St","2020","Annual Member"
"23204","Bay St / College St (East Side)","2020","Annual Member"
"23128","Sherbourne St / Wellesley St E","2020","Annual Member"
"22122","Widmer St / Adelaide St W","2020","Annual Member"
"21394","Lake Shore Blvd W / Ontario Dr","2020","Annual Member"
"20574","Jarvis St / Dundas St E","2020","Annual Member"
"20230","Fort York  Blvd / Capreol Ct","2020","Annual Member"
"39524","Lake Shore Blvd W / Ontario Dr","2020","Casual Member"
"33858","Marilyn Bell Park Tennis Court","2020","Casual Member"
"32032","HTO Park (Queens Quay W)","2020","Casual Member"
"31802","Ontario Place Blvd / Lake Shore Blvd W (East)","2020","Casual Member"
"30762","Humber Bay Shores Park West","2020","Casual Member"
"28004","Queens Quay E / Lower Sherbourne St","2020","Casual Member"
"26728","Humber Bay Shores Park East","2020","Casual Member"
"26384","York St / Queens Quay W","2020","Casual Member"
"25944","Bay St / Queens Quay W (Ferry Terminal)","2020","Casual Member"
"24882","Cherry Beach","2020","Casual Member"
"31824","York St / Queens Quay W","2021","Annual Member"
"30220","Dundas St E / Regent Park Blvd","2021","Annual Member"
"28044","Queens Quay E / Lower Sherbourne St","2021","Annual Member"
"27904","Jarvis St / Dundas St E","2021","Annual Member"
"27010","Bay St / Wellesley St W","2021","Annual Member"
"26106","Queen St W / Portland St","2021","Annual Member"
"25768","Bay St / College St (East Side)","2021","Annual Member"
"25086","Fort York  Blvd / Capreol Ct","2021","Annual Member"
"23866","College St / Major St","2021","Annual Member"
"23478","Sherbourne St / Wellesley St E","2021","Annual Member"
"39774","York St / Queens Quay W","2021","Casual Member"
"34412","Ontario Place Blvd / Lake Shore Blvd W (East)","2021","Casual Member"
"34274","Lake Shore Blvd W / Ontario Dr","2021","Casual Member"
"32806","HTO Park (Queens Quay W)","2021","Casual Member"
"31966","Bay St / Queens Quay W (Ferry Terminal)","2021","Casual Member"
"29928","Bathurst St/Queens Quay(Billy Bishop Airport)","2021","Casual Member"
"27754","Marilyn Bell Park Tennis Court","2021","Casual Member"
"26286","Tommy Thompson Park (Leslie Street Spit)","2021","Casual Member"
"25542","Humber Bay Shores Park / Marine Parade Dr","2021","Casual Member"
"25184","Queens Quay E / Lower Sherbourne St","2021","Casual Member"
"28552","Bay St / College St (East Side)","2022","Annual Member"
"24504","Bay St / Wellesley St W","2022","Annual Member"
"23212","Dundas St E / Regent Park Blvd","2022","Annual Member"
"21110","College Park - Yonge St Entrance","2022","Annual Member"
"21106","King St W / Brant St","2022","Annual Member"
"20386","College St / Major St","2022","Annual Member"
"20384","York St / Queens Quay W","2022","Annual Member"
"20144","College St / Huron St","2022","Annual Member"
"19918","Jarvis St / Dundas St E","2022","Annual Member"
"19676","Church St  / Wood St","2022","Annual Member"
"60376","York St / Queens Quay W","2022","Casual Member"
"45926","Bay St / Queens Quay W (Ferry Terminal)","2022","Casual Member"
"42862","Lake Shore Blvd W / Ontario Dr","2022","Casual Member"
"42520","HTO Park (Queens Quay W)","2022","Casual Member"
"37534","Ontario Place Blvd / Lake Shore Blvd W (East)","2022","Casual Member"
"36288","Bay St / College St (East Side)","2022","Casual Member"
"35972","Queens Quay / Yonge St","2022","Casual Member"
"35532","Marilyn Bell Park Tennis Court","2022","Casual Member"
"33192","Bathurst St/Queens Quay(Billy Bishop Airport)","2022","Casual Member"
"33082","Dundas St W / Yonge St","2022","Casual Member"
